Dataseed	fbtype	exec_max_sample_rate	exec_ignore_low_sr_samples	use_training_form	exec_n_task_use_aug_n_ver_dataset_dir_preprocess	nbands	dataset_kwargs	use_full_mfcc	test_operators	ontology	T(entropy,2,0.01,0.4)train_accuracy	T(entropy,2,0.01,0.4)K	T(entropy,2,0.01,0.4)accuracy	T(entropy,2,0.01,0.4)macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_specificity	T(entropy,2,0.01,0.4)safe_macro_PPV	T(entropy,2,0.01,0.4)safe_macro_NPV	T(entropy,2,0.01,0.4)safe_macro_F1	T(entropy,2,0.01,0.4)n_nodes	T(entropy,2,0.01,0.4)t	T(entropy,2,0.01,0.4)hash	T(entropy,2,0.01,0.5)train_accuracy	T(entropy,2,0.01,0.5)K	T(entropy,2,0.01,0.5)accuracy	T(entropy,2,0.01,0.5)macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_specificity	T(entropy,2,0.01,0.5)safe_macro_PPV	T(entropy,2,0.01,0.5)safe_macro_NPV	T(entropy,2,0.01,0.5)safe_macro_F1	T(entropy,2,0.01,0.5)n_nodes	T(entropy,2,0.01,0.5)t	T(entropy,2,0.01,0.5)hash	T(entropy,2,0.01,0.6)train_accuracy	T(entropy,2,0.01,0.6)K	T(entropy,2,0.01,0.6)accuracy	T(entropy,2,0.01,0.6)macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_specificity	T(entropy,2,0.01,0.6)safe_macro_PPV	T(entropy,2,0.01,0.6)safe_macro_NPV	T(entropy,2,0.01,0.6)safe_macro_F1	T(entropy,2,0.01,0.6)n_nodes	T(entropy,2,0.01,0.6)t	T(entropy,2,0.01,0.6)hash	T(entropy,4,0.01,0.4)train_accuracy	T(entropy,4,0.01,0.4)K	T(entropy,4,0.01,0.4)accuracy	T(entropy,4,0.01,0.4)macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_specificity	T(entropy,4,0.01,0.4)safe_macro_PPV	T(entropy,4,0.01,0.4)safe_macro_NPV	T(entropy,4,0.01,0.4)safe_macro_F1	T(entropy,4,0.01,0.4)n_nodes	T(entropy,4,0.01,0.4)t	T(entropy,4,0.01,0.4)hash	T(entropy,4,0.01,0.5)train_accuracy	T(entropy,4,0.01,0.5)K	T(entropy,4,0.01,0.5)accuracy	T(entropy,4,0.01,0.5)macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_specificity	T(entropy,4,0.01,0.5)safe_macro_PPV	T(entropy,4,0.01,0.5)safe_macro_NPV	T(entropy,4,0.01,0.5)safe_macro_F1	T(entropy,4,0.01,0.5)n_nodes	T(entropy,4,0.01,0.5)t	T(entropy,4,0.01,0.5)hash	T(entropy,4,0.01,0.6)train_accuracy	T(entropy,4,0.01,0.6)K	T(entropy,4,0.01,0.6)accuracy	T(entropy,4,0.01,0.6)macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_specificity	T(entropy,4,0.01,0.6)safe_macro_PPV	T(entropy,4,0.01,0.6)safe_macro_NPV	T(entropy,4,0.01,0.6)safe_macro_F1	T(entropy,4,0.01,0.6)n_nodes	T(entropy,4,0.01,0.6)t	T(entropy,4,0.01,0.6)hash	RF(0.7,50,half,all)train_accuracy	RF(0.7,50,half,all)K	RF(0.7,50,half,all)accuracy	RF(0.7,50,half,all)macro_sensitivity	RF(0.7,50,half,all)safe_macro_sensitivity	RF(0.7,50,half,all)safe_macro_specificity	RF(0.7,50,half,all)safe_macro_PPV	RF(0.7,50,half,all)safe_macro_NPV	RF(0.7,50,half,all)safe_macro_F1	RF(0.7,50,half,all)oob_error	RF(0.7,50,half,all)n_nodes	RF(0.7,50,half,all)σ² train_accuracy	RF(0.7,50,half,all)σ² K	RF(0.7,50,half,all)σ² accuracy	RF(0.7,50,half,all)σ² macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_specificity	RF(0.7,50,half,all)σ² safe_macro_PPV	RF(0.7,50,half,all)σ² safe_macro_NPV	RF(0.7,50,half,all)σ² safe_macro_F1	RF(0.7,50,half,all)σ² oob_error	RF(0.7,50,half,all)σ² n_nodes	RF(0.7,50,half,all)t	RF(0.7,50,half,all)hash	
3	fcmel	8000	false	stump_with_memoization	(1,false,"c","KDD-norm-partitioned",["NG","Normalize","RemSilence"])	30	(50,100,75)	false	TestOp_80	IA	97.22	-22.22	38.89	38.89	22.22	55.56	33.33	41.67	26.67	17	0.609	b9efb6bdcf832af608ec501fcb06a40c2a9830a2a7f3295eac420e0843b5c4fc	97.22	-22.22	38.89	38.89	22.22	55.56	33.33	41.67	26.67	17	0.621	b9efb6bdcf832af608ec501fcb06a40c2a9830a2a7f3295eac420e0843b5c4fc	79.17	-22.22	38.89	38.89	0.0	77.78	0.0	43.75	0.0	3	0.031	6346f6aa2e92cacf3892d806251f1f15d2787f15250b07157045554e3205e38e	93.06	-22.22	38.89	38.89	22.22	55.56	33.33	41.67	26.67	15	0.568	f84d687f7bacef01e1aa506b884b3205f8ecb3960e740078813165e07cf60f16	93.06	-22.22	38.89	38.89	22.22	55.56	33.33	41.67	26.67	15	0.566	f84d687f7bacef01e1aa506b884b3205f8ecb3960e740078813165e07cf60f16	79.17	-22.22	38.89	38.89	0.0	77.78	0.0	43.75	0.0	3	0.034	6346f6aa2e92cacf3892d806251f1f15d2787f15250b07157045554e3205e38e	98.06	20.0	60.0	60.0	44.44	75.56	64.76	57.58	52.67	31.94	63800.0	0.02	0.25	0.06	0.06	0.0	0.25	0.18	0.03	0.02	0.07	19400.0	5.817	("e485602c01250d8e3ce2879c40ab3a11eaa470f395fe50992e9d60058000feef", "1d5c8793355a2997397aadef50961e8173179cf02622b2f332ab581a28c74a5a", "7a0fff4967035b583804af88087b00f83ecfa02ce764204db8cc3154c2a00d2a", "bf48c94d8af25e12c038690e23215df866499c71fd9795c202a082f63763bae6", "963c2c8ad102c84f81660f8e0578b2410df3d8b9b7d6e24cc0a60e4c49f73d89")	
4	fcmel	8000	false	stump_with_memoization	(1,false,"c","KDD-norm-partitioned",["NG","Normalize","RemSilence"])	30	(50,100,75)	false	TestOp_80	IA	94.44	55.56	77.78	77.78	66.67	88.89	85.71	72.73	75.0	13	0.489	5158e31f62417be9e3a5439eafeeb792245addb0a720368ca5659e95cec40f05	94.44	55.56	77.78	77.78	66.67	88.89	85.71	72.73	75.0	13	0.543	5158e31f62417be9e3a5439eafeeb792245addb0a720368ca5659e95cec40f05	84.72	22.22	61.11	61.11	33.33	88.89	75.0	57.14	46.15	7	0.265	ba63d8d580d107f5ab18b02c1e2445cb464e32f409d71584efce58e431ecb12d	93.06	44.44	72.22	72.22	55.56	88.89	83.33	66.67	66.67	13	0.539	603fec315ba04f7695078ea764c90b0704793587ada104b35a83246f526a5100	93.06	44.44	72.22	72.22	55.56	88.89	83.33	66.67	66.67	13	0.482	603fec315ba04f7695078ea764c90b0704793587ada104b35a83246f526a5100	84.72	22.22	61.11	61.11	33.33	88.89	75.0	57.14	46.15	7	0.318	ba63d8d580d107f5ab18b02c1e2445cb464e32f409d71584efce58e431ecb12d	100.0	60.0	80.0	80.0	86.67	73.33	77.21	84.64	81.41	33.71	67200.0	0.0	1.6	0.4	0.4	0.25	1.6	0.69	0.19	0.27	0.07	13000.0	6.851	("4f737f45d2045862c083e8d4cc7336fc76d6f3d733176bb41739097441a0d00d", "4863a99af73bbe6ddba7b5f1c1b2c38f4367fc9b2c7685f99bde93ea4b72d0e1", "45343bb1f3a614ffa9c0891935984d7457d64f7b9fe03391e9b87d43598f8a82", "fb03f2b24b05091700607464a0995cee37a1971b3c54dda5ee19615d2f0002c8", "39ae0f4a1a3e8472c6fd1a3e3e982318b26151d63a5854ec68f4c79f5596bd7f")	
5	fcmel	8000	false	stump_with_memoization	(1,false,"c","KDD-norm-partitioned",["NG","Normalize","RemSilence"])	30	(50,100,75)	false	TestOp_80	IA	95.83	22.22	61.11	61.11	66.67	55.56	60.0	62.5	63.16	17	0.697	8be1676b405bd800979aa33da07adb29831e1b4e633654a9f4e18abc24de1ea3	93.06	22.22	61.11	61.11	66.67	55.56	60.0	62.5	63.16	15	0.68	7eb81c2aef80d713dd2b7357d082e6e8eedea15bed1563d62f58dadb98f4642e	79.17	33.33	66.67	66.67	77.78	55.56	63.64	71.43	70.0	3	0.031	2b4bc37a45326e4c09ba44e625068046259c826295be68587c9c4490d5d177bb	90.28	0.0	50.0	50.0	44.44	55.56	50.0	50.0	47.06	13	0.364	2e6f0b5ce73664fa78dfbb59b6f78fc429a54013e768a2f232fdb84a39366484	84.72	22.22	61.11	61.11	66.67	55.56	60.0	62.5	63.16	7	0.278	0caa60170bd9013297c20128acad125647897d5d3160e0f41becfb666b09863a	79.17	33.33	66.67	66.67	77.78	55.56	63.64	71.43	70.0	3	0.031	2b4bc37a45326e4c09ba44e625068046259c826295be68587c9c4490d5d177bb	98.33	51.11	75.56	75.56	71.11	80.0	79.48	73.24	74.69	29.72	65200.0	0.0	2.84	0.71	0.71	0.37	2.1	1.84	0.33	0.62	0.12	7000.0	6.293	("8fc630829397658f40344c86b2ef77e58854d0dc3f4560b5e5454583b0012cd8", "d776a46a66d72e364a204aa975d5eff77787c0676d7e2c5093b466295898fc6e", "802426ad2a1e85f22374d80fc1ed48dd601ef0e76c6f653b21ee0eef23d0ef51", "19c63346cd8ff753cce863b21af971d4e2ac7e6e56bcf05b68057251947e939d", "fa2a26d7970e480aabf7e6410bb0d53ab232b7326b4ac579d5921d3ae11cf644")	
6	fcmel	8000	false	stump_with_memoization	(1,false,"c","KDD-norm-partitioned",["NG","Normalize","RemSilence"])	30	(50,100,75)	false	TestOp_80	IA	90.28	33.33	66.67	66.67	77.78	55.56	63.64	71.43	70.0	9	0.303	af3547ae84831f8eb395d6190dc2fff932a5991d3cb15f41d5fdfa20d3d8b779	90.28	33.33	66.67	66.67	77.78	55.56	63.64	71.43	70.0	9	0.31	af3547ae84831f8eb395d6190dc2fff932a5991d3cb15f41d5fdfa20d3d8b779	86.11	22.22	61.11	61.11	66.67	55.56	60.0	62.5	63.16	7	0.305	110521875c49f19e610adf55ce4dada3caa468ebd5aa7b8270e37d8a535d9128	91.67	44.44	72.22	72.22	88.89	55.56	66.67	83.33	76.19	13	0.403	74074ceacb70c529f6a4c8c11a492e25d4b82fe6888076313e319ff5ea0c43f2	91.67	44.44	72.22	72.22	88.89	55.56	66.67	83.33	76.19	13	0.345	74074ceacb70c529f6a4c8c11a492e25d4b82fe6888076313e319ff5ea0c43f2	86.11	22.22	61.11	61.11	66.67	55.56	60.0	62.5	63.16	7	0.335	110521875c49f19e610adf55ce4dada3caa468ebd5aa7b8270e37d8a535d9128	99.44	55.56	77.78	77.78	86.67	68.89	73.98	84.01	79.64	31.94	67240.0	0.02	0.62	0.15	0.15	0.25	0.86	0.27	0.14	0.09	0.17	21080.0	7.361	("0199aab2ab7762c9fbe07ad9092dbc5b89595598569f05fb0fa92d2f8f6471cf", "2cddb9e3a1838a6bcf1b814b046039e63f5f7729b08e13bee87343c586a86451", "fce124be8c3d46943ebbe277c63908d24b393759dc772a2d315018c812bf1f00", "6eb1c28201f78b19736abb87e4f75cd27fab8c752c1088f8968200cde0d5d9ae", "e28818b307b410aeb8bf06a7d44680a9fe8591174824610cfb7748e4a550d6cc")	
7	fcmel	8000	false	stump_with_memoization	(1,false,"c","KDD-norm-partitioned",["NG","Normalize","RemSilence"])	30	(50,100,75)	false	TestOp_80	IA	97.22	66.67	83.33	83.33	77.78	88.89	87.5	80.0	82.35	19	0.561	f3b6d451a199c961f8a9989c883b5f288bc20e3fe8815a0dc771e9e65b6e3125	97.22	66.67	83.33	83.33	77.78	88.89	87.5	80.0	82.35	19	0.619	f3b6d451a199c961f8a9989c883b5f288bc20e3fe8815a0dc771e9e65b6e3125	88.89	77.78	88.89	88.89	100.0	77.78	81.82	100.0	90.0	11	0.396	98ce34fc676b884da03fd9f414accb47f8e42ead40d76a4a32630351174b365a	90.28	77.78	88.89	88.89	88.89	88.89	88.89	88.89	88.89	17	0.578	5f9d647d2b4dbd70857d2f2b0e31d8a33b83bb2851fb4b18c48140b1fc01cc2d	90.28	77.78	88.89	88.89	88.89	88.89	88.89	88.89	88.89	17	0.519	5f9d647d2b4dbd70857d2f2b0e31d8a33b83bb2851fb4b18c48140b1fc01cc2d	86.11	77.78	88.89	88.89	88.89	88.89	88.89	88.89	88.89	11	0.45	256c7667c9f90e7d243389fe520284f666c96fa53a1071ce9745904b4d0dae05	99.72	84.44	92.22	92.22	84.44	100.0	100.0	86.73	91.47	39.0	71760.0	0.0	0.37	0.09	0.09	0.37	0.0	0.0	0.2	0.13	0.07	16680.0	7.915	("4a73f1833dc8925193abeb7bbac7dfae0afe4671e27096504e93327bce28da5d", "f65d71b16a43941824828a2531acf46b1fcd2c2b9b85544f37aa41dd0a724817", "8a23c3f57a152f838f38a074fcacfca3cc9316cd71b6bb16c3dc53f1d84c65f3", "3da5fcce574087fcc00e7e1bfe545a95e50f531f1144bd4c17288b72aca24d73", "24704ed8fc3b9be2e720e2afc7551d39e299c8d4bec663d2d45982b71a52b071")	
8	fcmel	8000	false	stump_with_memoization	(1,false,"c","KDD-norm-partitioned",["NG","Normalize","RemSilence"])	30	(50,100,75)	false	TestOp_80	IA	97.22	11.11	55.56	55.56	77.78	33.33	53.85	60.0	63.64	17	0.349	a37f38017210bf763e9a4dbd6a28a9650330852553e5a490cf1663e549455ae5	90.28	11.11	55.56	55.56	77.78	33.33	53.85	60.0	63.64	11	0.32	7d92433ff7fde8ada75f26735490af591e260c2ba03edcf7ec20aa74d453f043	76.39	11.11	55.56	55.56	77.78	33.33	53.85	60.0	63.64	3	0.03	d9d9db975d9aa0c59fbe3edbed5f847bc5c5d89176090c1aace30d1a33aa48e7	90.28	11.11	55.56	55.56	77.78	33.33	53.85	60.0	63.64	13	0.421	ba757670008d8c75b0df4f6786a495ab668b76a719d09fec5f05337843551a28	90.28	11.11	55.56	55.56	77.78	33.33	53.85	60.0	63.64	13	0.363	ba757670008d8c75b0df4f6786a495ab668b76a719d09fec5f05337843551a28	76.39	11.11	55.56	55.56	77.78	33.33	53.85	60.0	63.64	3	0.03	d9d9db975d9aa0c59fbe3edbed5f847bc5c5d89176090c1aace30d1a33aa48e7	98.89	24.44	62.22	62.22	77.78	46.67	59.56	67.24	67.39	28.06	64080.0	0.0	0.86	0.22	0.22	0.0	0.86	0.17	0.22	0.07	0.07	34720.0	6.592	("0096226ac65b6585f06f5033b4934fd79b3b5703202534c14527e59313d8c8fb", "2fef29cd262414950c662dba09e1583d688ac3c87616dab0ea311f73ef9d8762", "f9f52145d8e937f38c2e01d83a75bbdf7a8ba42549b9c40efc0063a090930b13", "15d3fb65c789c85fde87b8ec10d9eabae37dc7242b8b463a8be9c1fff8236a8c", "6e3570e784c7c5c7ccaac0a700aa15b51b7c1f5d8e4bcf7dd6c4b7b5d42093e5")	
9	fcmel	8000	false	stump_with_memoization	(1,false,"c","KDD-norm-partitioned",["NG","Normalize","RemSilence"])	30	(50,100,75)	false	TestOp_80	IA	95.83	22.22	61.11	61.11	66.67	55.56	60.0	62.5	63.16	23	0.496	5f562fa3bdf70a5a43207dec2ddf71f3d0139d8d63cf9aa925cc8813a3eb40b5	90.28	33.33	66.67	66.67	66.67	66.67	66.67	66.67	66.67	11	0.3	a68fcb7f5e61a380afebb521467abd76ccbe8367a23b6c6488d90a006d2b78e3	75.0	33.33	66.67	66.67	77.78	55.56	63.64	71.43	70.0	3	0.03	b3ed15dc297eb498b40689c3a4bc16ea9136295202154a6b4b267ecb3a5320be	91.67	55.56	77.78	77.78	66.67	88.89	85.71	72.73	75.0	17	0.48	0c36bf80def72a755c3ae93eb124ba9e525a2b5f0b7c0fa806b94182fbfb7d47	90.28	33.33	66.67	66.67	66.67	66.67	66.67	66.67	66.67	11	0.294	a68fcb7f5e61a380afebb521467abd76ccbe8367a23b6c6488d90a006d2b78e3	75.0	33.33	66.67	66.67	77.78	55.56	63.64	71.43	70.0	3	0.03	b3ed15dc297eb498b40689c3a4bc16ea9136295202154a6b4b267ecb3a5320be	98.61	53.33	76.67	76.67	77.78	75.56	76.22	77.22	76.96	36.94	71480.0	0.02	0.25	0.06	0.06	0.0	0.25	0.12	0.02	0.03	0.04	12120.0	6.647	("3397ea9a05a625244702d2496e4c591b14a9940d159a0516194b8be47a29d453", "0ba2232ad8f8289b65effd599c2ff384f30e0f6d960dbc988406c990d9f47c45", "9709c45eb886855f91645d1f8746535249748b953785644f96cb901678a3e418", "dbf262cac5c2c896cf280f8e9cbe15bd200ab54db1fe96d6196b19a05aee952d", "d12485e36e035188f233af6ce4c8bd79a4849c5cd2ac83ee46261d2994529326")	
10	fcmel	8000	false	stump_with_memoization	(1,false,"c","KDD-norm-partitioned",["NG","Normalize","RemSilence"])	30	(50,100,75)	false	TestOp_80	IA	93.06	0.0	50.0	50.0	44.44	55.56	50.0	50.0	47.06	11	0.515	cbc5dfce247e0a1f4cd47977b6a31b106b88b8224af38f37bd8f4e09c852f1c8	91.67	11.11	55.56	55.56	55.56	55.56	55.56	55.56	55.56	9	0.474	c26ed3cf89cbf514cd8f1dc3f3f247c30b9f09e8a4756db0962bbc0cd5e1d378	87.5	11.11	55.56	55.56	55.56	55.56	55.56	55.56	55.56	7	0.386	3ed0a617a2cbb450556b4827fe3450732bc7878e96009b2bd4af9f5deb7b2b72	94.44	11.11	55.56	55.56	44.44	66.67	57.14	54.55	50.0	13	0.55	9baf8a5344855b8118a688b1a0e8d9012e08754b717aa76c1b0220ff9ad02758	94.44	22.22	61.11	61.11	55.56	66.67	62.5	60.0	58.82	11	0.551	eb4909dd36a1c43e30f4e9fccaa01745fb1548585d157830c78a3d69d8ef450e	87.5	11.11	55.56	55.56	55.56	55.56	55.56	55.56	55.56	7	0.392	3ed0a617a2cbb450556b4827fe3450732bc7878e96009b2bd4af9f5deb7b2b72	99.72	82.22	91.11	91.11	88.89	93.33	93.33	89.33	90.98	33.16	65560.0	0.0	0.37	0.09	0.09	0.0	0.37	0.37	0.0	0.08	0.1	31680.0	7.491	("c04cec3da43e22c872cbb8aaf9e95e085960d6cc73dac88ece558314c8093846", "ebde3615b218c8229968d0c61f996723ef5f45ee1efb99c30df09ef73a7fd355", "2ce1a9c65520be44f783e22094720efdb014664228f8e21e5c787f3d33c5b652", "20c58a3412cf48b16b33f7ba42f64a7c8c68d0f031af4be2cf4fb11c43ea85ff", "900610909301f2d419564f1398c9a8ccbee6502425b26581aa3bc3455414a602")	
1	fcmel	8000	false	stump_with_memoization	(1,false,"b","KDD-norm-partitioned",["Normalize","RemSilence"])	30	(50,100,75)	false	TestOp_80	IA	94.12	29.85	64.93	64.93	67.91	61.94	64.08	65.87	65.94	159	52.091	cb996bb8d386555bacac436feb013b98a160a508a818438fe098e9d23de0a41c	90.67	31.34	65.67	65.67	64.93	66.42	65.91	65.44	65.41	121	27.201	01a73a5f872db7da5505c49022ad44f0da684279b6bfbc7b31e4a7c992f03596	82.0	34.33	67.16	67.16	71.64	62.69	65.75	68.85	68.57	65	20.796	1cf73b0aa879a0db3c6e8919c22f469806722cb52787aba2d9c9ca7aaf1a00d4	93.0	30.6	65.3	65.3	73.13	57.46	63.23	68.14	67.82	151	29.169	7ceee583c1de8902e13bcc93e8b9439a7fb3c184321da0a5341ad2ac7f06a20d	90.11	32.84	66.42	66.42	69.4	63.43	65.49	67.46	67.39	117	27.316	439fbb7cd4e35a52cef8efc4643f17d9e4f18f5e2faf5db382a38d8c45963aad	82.0	34.33	67.16	67.16	71.64	62.69	65.75	68.85	68.57	65	20.803	1cf73b0aa879a0db3c6e8919c22f469806722cb52787aba2d9c9ca7aaf1a00d4	99.57	44.18	72.09	72.09	70.9	73.28	72.67	71.57	71.76	25.44	785040.0	0.0	0.06	0.01	0.01	0.01	0.06	0.03	0.01	0.01	0.0	675480.0	1468.071	("5249949683bd1da026cf5e9af9683f50936191f2462dc30eb0c3edfc231c7f95", "0651a866df4a9f128e607df0c2c556f15ce3a5e5c5203b1f5d031f96104befaf", "063afdae36f2a6cdb939e9f27e12021ad29fc008f64facf99fd32c232e0a00a8", "aedb486575dc5c80d9d7fdd4abf94d20a6b9668e449d80f629b16bae6840c016", "b7748af717956d8158f1509930358fcc63232b362cdbb5c3d7a9ba69c270b131")	
2	fcmel	8000	false	stump_with_memoization	(1,false,"b","KDD-norm-partitioned",["Normalize","RemSilence"])	30	(50,100,75)	false	TestOp_80	IA	94.5	28.36	64.18	64.18	70.9	57.46	62.5	66.38	66.43	171	34.376	1f53f83946c210a760668a62747662fb55d58b1d7b1e2d932fac935cb19f7ca4	89.83	25.37	62.69	62.69	66.42	58.96	61.81	63.71	64.03	115	22.76	190a5c683ba6ac2eb538446493145af81780d2189420b86b59fcaed49c0dca82	81.06	31.34	65.67	65.67	70.9	60.45	64.19	67.5	67.38	65	21.302	ba36a6ea868e8cd8fdd0be106082449480095e23a5363d1c25e1f2ce81a52004	92.72	24.63	62.31	62.31	65.67	58.96	61.54	63.2	63.54	157	24.767	d8f8e62acd1a5851e9a38a97d9f1e856dbf27f550c6ff5d20bd37f0c99c5acc0	89.83	25.37	62.69	62.69	64.93	60.45	62.14	63.28	63.5	119	22.795	0a4fdb949d5a6adccdee8856f5fca2c1a7f839ebae67ca8a8a6ed5b47bbda3ef	81.06	31.34	65.67	65.67	70.9	60.45	64.19	67.5	67.38	65	21.291	ba36a6ea868e8cd8fdd0be106082449480095e23a5363d1c25e1f2ce81a52004	99.72	47.46	73.73	73.73	71.04	76.42	75.12	72.54	73.0	26.99	787840.0	0.0	0.06	0.01	0.01	0.05	0.06	0.03	0.02	0.02	0.01	117680.0	1423.24	("6ce35527c533677d94ce8a012e91046c15b647d418a48ad17d167a2014ddb97a", "e8730aec0e4a7933c477fc201804f9ef2e71c2a459d8291b7df2014e283d165b", "a8b6387ae2dc5b2634d3c5ddf259d05da95cb30c32e47d158600b307925ab840", "96c35f4429b00ba036b7bc44d32360c75789580a70a4b9d7e4e8ff4a3a1a6669", "c2415e9f30be78771eb57ae71aa1009caab4606d27a680e9e42ff9acd51d483b")	
3	fcmel	8000	false	stump_with_memoization	(1,false,"b","KDD-norm-partitioned",["Normalize","RemSilence"])	30	(50,100,75)	false	TestOp_80	IA	95.06	40.3	70.15	70.15	73.13	67.16	69.01	71.43	71.01	175	39.698	59865ae364c3f30b1633c83d7547d35635998ff4b4c5235f50bf0df52401cf9f	92.26	34.33	67.16	67.16	65.67	68.66	67.69	66.67	66.67	137	36.392	8e95748c7a16df7d65bcea53dde66d893203727583e6abf22af6bd2034993d1e	85.54	30.6	65.3	65.3	58.21	72.39	67.83	63.4	62.65	91	33.752	02e1fbd6ab3b02f69dc0aef1976424fdb075ba07e91acdb63242d213d616485e	93.38	37.31	68.66	68.66	69.4	67.91	68.38	68.94	68.89	159	36.139	28d45ecc0032d8a4dae8e3563b9d21afbf8957c0b02071e76214d24495fa3866	91.88	33.58	66.79	66.79	64.18	69.4	67.72	65.96	65.9	131	36.64	e93f1b3746709882e1f7c324b162350b1c08c1b42b660320383c9f084263ca55	85.35	29.85	64.93	64.93	58.21	71.64	67.24	63.16	62.4	89	34.897	e7a6da6fc7838f9ac8ed0609610201bac012567f0de403c0a4921958cfe861a7	99.91	46.27	73.13	73.13	70.3	75.97	74.58	71.89	72.36	25.47	777280.0	0.0	0.11	0.03	0.03	0.03	0.09	0.06	0.02	0.02	0.0	399720.0	1477.985	("6bb825b6915e8f9567f61d8232528b31e06c861601e7fc4e55bb536112eb4b04", "72079986dc10c3f30b2a9a78d469def581e8be14a93c81c2c7b08e0ad38495e4", "b54e4ac75461885d9db376dfb4202e0ef606beeaefe737639d348762d097846b", "ede98caeda71e1ae2f612bf93080077809dd6063e65c1fc72ffae2e67bb215ce", "0496f796c378ce8bc749e0956aa43ccfaa442b7da4508a597a13a4ed7c32928d")	
4	fcmel	8000	false	stump_with_memoization	(1,false,"b","KDD-norm-partitioned",["Normalize","RemSilence"])	30	(50,100,75)	false	TestOp_80	IA	94.5	41.04	70.52	70.52	73.13	67.91	69.5	71.65	71.27	167	46.676	63bf67192d3aebf94d8e27b2102377f0a457ac1e027f671d4ccf4bf333b816e0	90.11	41.04	70.52	70.52	74.63	66.42	68.97	72.36	71.68	123	44.423	732837cd84bc039d1a75281572f4a4dc331d680d4f10b36273c793c21284a916	81.34	36.57	68.28	68.28	64.93	71.64	69.6	67.13	67.18	59	41.873	33b22d29840852f63b56be1996f10e20163fa0963a97b2e32e5f0400144bf032	92.72	38.06	69.03	69.03	73.88	64.18	67.35	71.07	70.46	151	44.74	3cc8d5369a7eb04284856daa5bf4acb1b144927e4a1b61324079a4770212c907	89.55	40.3	70.15	70.15	75.37	64.93	68.24	72.5	71.63	117	43.846	68036de09bffcfe5329c3e48f92ded9fa98e22dd13fdd34582ba56ad527ed296	81.34	36.57	68.28	68.28	64.93	71.64	69.6	67.13	67.18	59	41.521	33b22d29840852f63b56be1996f10e20163fa0963a97b2e32e5f0400144bf032	99.78	55.22	77.61	77.61	79.7	75.52	76.54	78.92	78.04	27.25	802760.0	0.0	0.02	0.0	0.0	0.11	0.04	0.01	0.05	0.02	0.01	46480.0	1481.361	("1b97c5304fcabbc4b0eafd55ebd0c1bd954f215c2d696e7bdb9273ad950165ce", "d1178be74a9a1325f2fa0bafdad451ec9a27aff1f45e01b19d36fe11a1317271", "331f0b8ba558be0c15f8ff49a3eb3f6b943b90e784baa98790ff43422793a376", "8438dacd7f909869dc8db4069de30a302fe014fda50835ab406b3a1753bde7b0", "7971944ebf906852b97f3d965306f104212b34d915d41594ae548581554fd76a")	
